facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date,hours_since_cleaning,hygiene_risk
F0266,Sitabuldi,Transit Washroom,2.2,9.5,74.3,Yes,606,6,2026-09-08,8.5,High
F0267,Mihan,School Washroom,4.6,5.0,56.7,Yes,491,4,2026-07-08,11.0,Medium
F0268,Dharampeth,Transit Washroom,8.2,2.8,29.1,Yes,391,0,2026-07-03,4.6,Low
F0269,Wardha Road,Mall Washroom,2.4,10.0,87.8,Yes,200,7,2026-09-06,2.5,High
F0270,Mihan,School Washroom,6.1,4.9,42.8,Yes,450,4,2026-03-22,19.9,Medium
F0271,Dharampeth,Mall Washroom,10.0,1.0,18.3,Yes,751,3,2026-05-21,7.9,Low
F0272,Hingna,Mall Washroom,10.0,1.0,16.5,Yes,387,0,2026-04-30,7.4,Low
F0273,Dharampeth,School Washroom,7.1,4.2,39.4,Yes,516,4,2026-06-25,5.5,Medium
F0274,Manish Nagar,Office Washroom,6.5,4.0,28.5,Yes,767,6,2026-07-08,0.8,Medium
F0275,Mihan,Hospital Washroom,3.8,8.8,81.9,Yes,206,5,2026-03-26,0.5,High
F0276,Dharampeth,Office Washroom,5.4,5.3,34.0,Yes,145,5,2026-02-14,14.7,Medium
F0277,Nagpur Central,Mall Washroom,6.4,2.9,17.6,Yes,806,4,2026-05-26,1.1,Low
F0278,Mihan,School Washroom,7.2,4.4,30.5,Yes,512,5,2026-05-03,7.8,Medium
F0279,Wardha Road,Transit Washroom,8.1,3.9,14.8,No,279,6,2026-08-04,32.5,High
F0280,Sadar,Public Washroom,6.0,4.1,26.3,No,435,7,2026-05-15,0.5,Medium
F0281,Manish Nagar,Public Washroom,10.0,1.0,2.8,Yes,538,0,2026-03-20,10.9,Low
F0282,Manish Nagar,Mall Washroom,7.3,3.1,51.9,Yes,527,2,2026-02-03,3.7,Low
F0283,Dharampeth,Public Washroom,2.1,10.0,83.8,No,594,11,2026-03-31,0.9,High
F0284,Sitabuldi,Hospital Washroom,6.0,4.5,27.0,Yes,686,4,2026-05-13,11.5,Medium
F0285,Manish Nagar,Mall Washroom,8.7,3.9,20.3,Yes,885,3,2026-02-02,0.5,Low
F0286,Wardha Road,Office Washroom,5.0,7.8,53.9,Yes,355,6,2026-03-27,14.7,High
F0287,Nagpur Central,School Washroom,6.4,5.2,24.3,Yes,272,6,2026-05-06,5.3,Medium
F0288,Sadar,Hospital Washroom,7.4,1.7,59.1,Yes,487,3,2026-08-03,12.2,Medium
F0289,Kamptee Road,Public Washroom,6.4,7.5,33.3,Yes,802,5,2026-04-25,1.0,Medium
F0290,Nagpur Central,Hospital Washroom,5.8,5.7,48.3,Yes,344,8,2026-08-22,3.0,Medium
F0291,Kamptee Road,Office Washroom,7.1,5.5,31.6,Yes,719,2,2026-04-11,6.7,Medium
F0292,Wardha Road,Public Washroom,6.5,6.3,69.9,Yes,127,4,2026-01-05,8.9,Medium
F0293,Manish Nagar,Public Washroom,6.5,3.2,42.6,Yes,241,0,2026-03-14,30.6,Medium
F0294,Civil Lines,Public Washroom,8.7,3.2,26.5,Yes,30,3,2026-02-13,4.6,Low
F0295,Hingna,Mall Washroom,3.7,7.2,53.9,Yes,611,8,2026-06-11,8.1,High
F0296,Sitabuldi,Public Washroom,7.6,4.0,22.8,Yes,484,7,2026-02-25,1.1,Low
F0297,Dharampeth,Office Washroom,7.5,4.8,20.1,No,581,6,2026-03-03,1.7,Medium
F0298,Dharampeth,Mall Washroom,7.8,3.6,20.6,Yes,308,2,2026-03-17,14.6,Low
F0299,Kamptee Road,Mall Washroom,6.4,5.8,23.4,Yes,402,5,2026-08-20,35.1,High
F0300,Sitabuldi,Office Washroom,6.8,3.6,38.9,Yes,460,3,2026-04-24,0.5,Low
F0301,Sadar,Mall Washroom,7.2,2.7,23.4,Yes,198,3,2026-02-03,2.2,Low
F0302,Nagpur Central,Office Washroom,6.0,4.4,50.6,No,524,6,2026-08-25,0.5,High
F0303,Manish Nagar,School Washroom,8.2,2.2,25.6,Yes,175,0,2026-05-21,4.2,Low
F0304,Nagpur Central,Public Washroom,9.7,1.6,12.2,Yes,434,2,2026-09-03,4.0,Low
F0305,Wardha Road,School Washroom,6.2,5.5,55.3,Yes,864,6,2026-07-15,7.5,Medium
F0306,Civil Lines,Office Washroom,3.2,6.4,,No,211,9,2026-06-13,1.5,High
F0307,Dharampeth,Office Washroom,9.8,1.6,8.9,Yes,822,0,2026-03-23,3.3,Low
F0308,Civil Lines,School Washroom,5.7,4.7,41.5,Yes,494,4,2026-04-23,36.0,High
F0309,Wardha Road,Transit Washroom,4.2,8.8,69.1,Yes,316,6,2026-01-15,12.3,High
F0310,Sitabuldi,School Washroom,2.4,7.1,73.4,Yes,883,8,2026-06-08,5.1,High
F0311,Sitabuldi,Hospital Washroom,7.0,4.1,36.7,Yes,403,1,2026-06-24,3.0,Low
F0312,Dharampeth,Hospital Washroom,4.1,7.6,68.0,Yes,497,7,2026-07-06,5.6,High
F0313,Wardha Road,Office Washroom,5.6,3.6,40.7,Yes,327,4,2026-09-07,27.9,Medium
F0314,Hingna,Hospital Washroom,4.4,6.2,45.1,No,273,7,2026-03-31,8.2,High
F0315,Sitabuldi,Transit Washroom,6.2,3.7,46.6,Yes,441,6,2026-01-17,6.4,Medium
F0316,Dharampeth,Office Washroom,3.8,6.2,91.0,Yes,364,6,2026-06-19,5.1,High
F0317,Manish Nagar,Office Washroom,5.4,6.5,29.8,Yes,20,4,2026-01-06,8.3,Medium
F0318,Sitabuldi,School Washroom,4.7,6.3,64.9,Yes,438,6,2026-08-03,3.7,High
F0319,Mihan,Public Washroom,4.5,6.6,55.3,Yes,400,4,2026-03-25,15.0,High
F0320,Sitabuldi,Mall Washroom,4.0,7.1,62.5,Yes,422,7,2026-07-12,3.1,High
F0321,Civil Lines,School Washroom,10.0,2.4,24.6,No,402,4,2026-03-26,16.8,Medium
F0322,Manish Nagar,Hospital Washroom,4.5,6.8,66.9,Yes,555,9,2026-05-16,9.6,High
F0323,Sadar,Public Washroom,6.4,5.0,20.3,Yes,246,2,2026-09-03,3.4,Low
F0324,Mihan,School Washroom,7.1,4.7,39.5,Yes,798,6,2026-07-23,2.8,Medium
F0325,Mihan,Hospital Washroom,7.6,2.8,24.9,Yes,260,3,2026-08-14,3.6,Low
F0326,Kamptee Road,School Washroom,6.9,4.3,50.8,Yes,434,2,2026-06-26,0.7,Low
F0327,Civil Lines,Office Washroom,8.9,1.8,0.0,Yes,290,0,2026-09-01,4.1,Low
F0328,Dharampeth,School Washroom,5.6,4.9,52.4,No,372,6,2026-03-17,17.3,High
F0329,Civil Lines,Hospital Washroom,9.0,5.3,46.1,Yes,360,4,2026-03-17,4.1,Low
F0330,Kamptee Road,School Washroom,6.3,3.8,65.7,Yes,669,6,2026-05-22,6.0,Medium
F0331,Dharampeth,Transit Washroom,6.7,4.2,36.0,Yes,151,4,2026-02-21,0.9,Low
F0332,Civil Lines,Transit Washroom,8.4,3.0,2.2,Yes,759,0,2026-09-06,2.3,Low
F0333,Nagpur Central,Mall Washroom,5.2,5.9,39.3,Yes,604,3,2026-05-02,3.9,Medium
F0334,Dharampeth,Office Washroom,8.8,1.2,24.5,Yes,225,4,2026-09-09,2.8,Low
F0335,Hingna,Mall Washroom,9.8,3.8,0.0,Yes,573,1,2026-04-19,4.0,Low
F0336,Sitabuldi,Transit Washroom,5.4,4.0,55.0,Yes,795,6,2026-07-26,0.5,Medium
F0337,Manish Nagar,Hospital Washroom,6.7,4.1,51.0,Yes,819,1,2026-04-12,2.2,Medium
F0338,Sitabuldi,School Washroom,7.5,4.2,19.6,Yes,469,3,2026-08-17,3.5,Low
F0339,Civil Lines,Office Washroom,4.9,5.5,73.3,Yes,829,6,2026-03-25,8.8,High
F0340,Mihan,Office Washroom,8.2,4.0,12.4,Yes,402,4,2026-01-05,0.5,Low
F0341,Hingna,Hospital Washroom,4.9,4.7,68.6,Yes,438,8,2026-08-05,2.7,High
F0342,Kamptee Road,Mall Washroom,5.8,4.3,52.3,Yes,125,4,2026-01-04,6.6,Medium
F0343,Wardha Road,Hospital Washroom,10.0,1.0,0.0,Yes,318,0,2026-05-22,8.6,Low
F0344,Civil Lines,School Washroom,6.6,4.3,64.6,No,392,8,2026-01-30,10.9,High
F0345,Civil Lines,Mall Washroom,4.9,4.4,54.2,No,114,6,2026-01-19,2.3,High
F0346,Wardha Road,Transit Washroom,7.3,6.1,35.5,Yes,353,1,2026-09-01,7.6,Medium
F0347,Wardha Road,Mall Washroom,6.0,5.8,38.2,Yes,194,4,2026-04-04,4.8,Medium
F0348,Civil Lines,Hospital Washroom,3.4,8.6,78.4,Yes,293,10,2026-05-14,3.0,High
F0349,Hingna,Transit Washroom,5.5,5.6,71.2,Yes,533,5,2026-03-03,7.3,High
F0350,Sitabuldi,Hospital Washroom,6.6,4.3,47.1,Yes,525,5,2026-08-23,3.9,Medium
F0351,Sitabuldi,Transit Washroom,7.2,3.2,48.2,No,526,8,2026-04-18,2.8,Medium
F0352,Hingna,School Washroom,7.1,4.0,21.9,Yes,688,5,2026-07-26,7.5,Medium
F0353,Sadar,Office Washroom,6.0,5.2,52.2,Yes,631,5,2026-01-03,2.9,Medium
F0354,Manish Nagar,Hospital Washroom,5.3,5.3,42.2,Yes,211,6,2026-01-24,1.4,Medium
F0355,Sitabuldi,School Washroom,4.2,7.2,49.4,Yes,394,8,2026-04-07,1.1,High
F0356,Wardha Road,Mall Washroom,6.3,5.6,46.5,No,441,8,2026-03-05,5.3,High
F0357,Nagpur Central,Mall Washroom,6.1,4.6,54.8,Yes,311,7,2026-01-11,0.5,Medium
F0358,Manish Nagar,School Washroom,6.3,5.8,55.4,Yes,424,7,2026-01-05,1.7,Medium
F0359,Manish Nagar,Public Washroom,4.9,4.5,55.5,Yes,727,8,2026-03-02,13.3,High
F0360,Hingna,Hospital Washroom,8.3,3.0,11.3,Yes,502,0,2026-07-03,27.1,Low
F0361,Civil Lines,Mall Washroom,7.7,4.7,50.8,Yes,250,4,2026-02-26,2.0,Low
F0362,Mihan,Hospital Washroom,6.5,1.3,44.8,Yes,744,5,2026-04-29,17.6,Medium
F0363,Dharampeth,Public Washroom,6.3,5.1,56.3,Yes,20,3,2026-03-01,3.3,Medium
F0364,Dharampeth,Hospital Washroom,4.6,7.1,61.1,Yes,208,9,2026-05-18,23.3,High
F0365,Dharampeth,Office Washroom,6.9,3.3,10.8,Yes,758,5,2026-03-27,3.7,Low
F0366,Sitabuldi,Transit Washroom,3.7,7.2,64.1,No,552,11,2026-08-13,6.7,High
F0367,Hingna,School Washroom,5.1,6.7,77.0,Yes,490,8,2026-02-27,27.2,High
F0368,Wardha Road,Transit Washroom,9.5,2.5,19.6,Yes,336,0,2026-04-25,10.9,Low
F0369,Nagpur Central,Mall Washroom,3.5,7.2,87.5,Yes,612,7,2026-01-28,3.2,High
F0370,Sadar,Hospital Washroom,4.7,7.7,53.0,Yes,297,6,2026-06-14,10.4,High
F0371,Dharampeth,School Washroom,7.0,3.9,42.4,Yes,741,1,2026-08-18,2.0,Low
F0372,Dharampeth,Transit Washroom,7.3,3.1,38.6,Yes,371,3,2026-01-01,4.0,Low
F0373,Mihan,Hospital Washroom,9.0,1.6,34.9,Yes,249,0,2026-04-25,4.6,Low
F0374,Nagpur Central,Hospital Washroom,9.4,1.0,10.2,Yes,237,0,2026-04-24,0.9,Low
F0375,Dharampeth,Hospital Washroom,4.7,7.8,65.1,Yes,166,7,2026-07-29,0.8,High
F0376,Dharampeth,School Washroom,5.1,5.3,50.3,No,239,9,2026-06-23,11.4,High
F0377,Nagpur Central,Transit Washroom,9.0,2.5,17.6,No,330,3,2026-09-13,4.6,Low
F0378,Civil Lines,Office Washroom,5.2,5.7,37.5,Yes,20,3,2026-04-01,11.4,Medium
F0379,Manish Nagar,School Washroom,6.3,4.0,30.9,No,623,4,2026-05-08,5.3,Medium
F0380,Kamptee Road,Hospital Washroom,9.9,4.5,4.5,Yes,581,3,2026-06-03,9.0,Low
F0381,Kamptee Road,Transit Washroom,5.3,2.7,48.0,Yes,320,3,2026-04-02,2.6,Medium
F0382,Kamptee Road,Hospital Washroom,8.7,1.9,12.1,Yes,279,3,2026-08-02,6.3,Low
F0383,Manish Nagar,Mall Washroom,7.8,2.3,38.4,Yes,438,4,2026-03-24,0.5,Low
F0384,Dharampeth,Transit Washroom,6.9,4.1,66.7,Yes,326,7,2026-08-20,0.5,Medium
F0385,Nagpur Central,School Washroom,8.5,1.0,40.7,Yes,157,2,2026-05-28,2.0,Low
F0386,Sadar,Transit Washroom,3.1,5.4,96.9,No,323,12,2026-05-09,0.5,High
F0387,Sadar,Hospital Washroom,9.0,1.0,11.6,Yes,485,0,2026-04-11,9.3,Low
F0388,Hingna,Hospital Washroom,8.3,1.0,40.0,Yes,778,2,2026-01-21,1.0,Low
F0389,Civil Lines,Public Washroom,5.5,5.3,43.2,Yes,344,5,2026-06-15,9.3,Medium
F0390,Wardha Road,Transit Washroom,7.3,4.0,16.9,Yes,307,5,2026-02-07,6.0,Low
F0391,Wardha Road,Hospital Washroom,6.6,5.2,57.7,Yes,538,6,2026-04-20,5.8,Medium
F0392,Dharampeth,Mall Washroom,7.1,3.3,45.6,Yes,20,2,2026-01-05,13.0,Low
F0393,Hingna,Hospital Washroom,5.6,6.2,32.0,Yes,45,5,2026-02-28,0.5,Medium
F0394,Mihan,Public Washroom,5.2,4.8,52.3,No,523,7,2026-08-17,12.2,High
F0395,Sadar,Mall Washroom,5.6,7.2,49.1,Yes,512,6,2026-02-03,26.7,High
F0396,Dharampeth,Mall Washroom,4.1,6.3,58.1,Yes,506,5,2026-08-11,13.2,High
F0397,Manish Nagar,School Washroom,6.2,4.5,45.4,Yes,370,4,2026-04-27,1.5,Medium
F0398,Civil Lines,Public Washroom,7.1,2.5,50.9,Yes,757,4,2026-02-02,5.7,Medium
F0399,Hingna,School Washroom,6.2,4.3,52.2,Yes,384,6,2026-08-13,2.7,Medium
F0400,Sitabuldi,Hospital Washroom,8.1,3.0,26.0,Yes,498,5,2026-06-01,12.0,Low
F0401,Nagpur Central,Public Washroom,4.5,3.9,67.8,Yes,88,3,2026-03-05,22.4,Medium
F0402,Sadar,School Washroom,5.6,4.2,45.4,Yes,559,5,2026-06-26,10.1,Medium
F0403,Kamptee Road,School Washroom,9.5,1.0,22.1,Yes,539,3,2026-01-28,2.2,Low
F0404,Wardha Road,Office Washroom,8.3,2.4,23.0,Yes,429,3,2026-06-19,6.5,Low
F0405,Civil Lines,Transit Washroom,5.7,4.5,49.5,Yes,511,4,2026-03-20,5.0,Medium
F0406,Manish Nagar,Hospital Washroom,8.9,1.4,31.1,Yes,595,2,2026-08-12,1.9,Low
F0407,Manish Nagar,Office Washroom,8.5,4.1,36.7,Yes,259,2,2026-02-11,2.7,Low
F0408,Civil Lines,Transit Washroom,6.0,5.7,42.2,Yes,181,2,2026-01-16,16.7,Medium
F0409,Hingna,Office Washroom,4.3,7.7,78.0,Yes,275,4,2026-07-07,36.0,High
F0410,Kamptee Road,Public Washroom,7.0,5.3,27.2,Yes,602,5,2026-07-06,0.7,Medium
F0411,Mihan,Hospital Washroom,4.5,4.3,68.2,Yes,145,4,2026-03-16,5.4,Medium
F0412,Hingna,School Washroom,6.8,6.3,46.8,Yes,415,5,2026-07-04,8.3,Medium
F0413,Civil Lines,Transit Washroom,6.4,1.0,33.4,Yes,508,1,2026-05-15,25.9,Low
F0414,Hingna,Office Washroom,5.3,4.6,48.5,Yes,29,3,2026-05-09,0.6,Medium
F0415,Sadar,Public Washroom,4.6,6.3,71.5,Yes,242,5,2026-03-26,7.0,High
F0416,Hingna,Hospital Washroom,6.4,3.5,43.4,Yes,594,6,2026-04-28,12.7,Medium
F0417,Sitabuldi,Mall Washroom,6.0,3.5,38.5,Yes,450,4,2026-03-24,13.4,Medium
F0418,Civil Lines,Transit Washroom,6.5,1.8,41.2,Yes,679,7,2026-07-27,5.5,Medium
F0419,Sitabuldi,Office Washroom,3.9,5.1,63.3,No,25,7,2026-09-04,1.8,High
F0420,Sitabuldi,Mall Washroom,5.1,6.8,39.5,Yes,489,4,2026-05-16,8.1,Medium
F0421,Hingna,Office Washroom,4.7,3.6,55.4,Yes,382,7,2026-09-16,1.1,Medium
F0422,Dharampeth,School Washroom,6.6,3.8,37.2,No,64,4,2026-03-02,5.7,Medium
F0423,Kamptee Road,School Washroom,4.2,4.4,63.5,No,427,7,2026-01-23,8.5,High
F0424,Hingna,Office Washroom,7.2,4.1,62.2,Yes,214,5,2026-02-20,10.1,Medium
F0425,Civil Lines,Transit Washroom,6.3,6.9,50.2,Yes,380,5,2026-01-04,5.9,Medium
F0426,Hingna,Mall Washroom,6.6,4.5,43.7,Yes,356,3,2026-03-21,3.4,Medium
F0427,Sitabuldi,Hospital Washroom,5.1,5.4,38.5,Yes,366,4,2026-09-05,36.0,High
F0428,Dharampeth,Mall Washroom,7.2,2.4,31.4,No,94,4,2026-03-12,3.8,Medium
F0429,Sitabuldi,School Washroom,6.8,6.5,46.9,Yes,398,5,2026-01-27,11.6,Medium
F0430,Manish Nagar,Office Washroom,3.9,7.2,66.6,Yes,736,10,2026-02-02,4.3,High
F0431,Sitabuldi,Mall Washroom,4.6,7.7,55.4,Yes,20,5,2026-01-30,8.0,High
F0432,Civil Lines,Office Washroom,10.0,1.0,12.1,Yes,671,0,2026-04-29,1.6,Low
F0433,Civil Lines,Office Washroom,5.6,4.3,30.2,Yes,20,2,2026-07-27,2.4,Low
F0434,Wardha Road,Hospital Washroom,8.1,1.0,26.6,Yes,581,3,2026-06-28,13.3,Low
F0435,Manish Nagar,Hospital Washroom,7.1,7.2,24.4,Yes,492,2,2026-09-15,1.4,Medium
F0436,Hingna,Transit Washroom,6.3,6.9,37.1,No,716,6,2026-08-15,6.4,High
F0437,Dharampeth,School Washroom,5.0,6.1,44.1,Yes,751,7,2026-05-13,17.0,High
F0438,Manish Nagar,Office Washroom,4.7,3.5,26.2,Yes,454,6,2026-01-05,23.3,Medium
F0439,Sitabuldi,Mall Washroom,6.0,6.3,47.9,Yes,228,4,2026-05-18,1.5,Medium
F0440,Sadar,Office Washroom,7.6,2.2,5.6,Yes,541,5,2026-04-16,15.5,Low
F0441,Kamptee Road,Public Washroom,8.2,1.0,13.2,Yes,730,4,2026-01-04,0.6,Low
F0442,Mihan,Office Washroom,5.8,5.9,38.8,Yes,794,3,2026-05-21,6.4,Medium
F0443,Kamptee Road,Hospital Washroom,10.0,1.0,10.1,Yes,583,1,2026-01-17,0.5,Low
F0444,Nagpur Central,Mall Washroom,4.3,5.1,76.5,Yes,766,6,2026-01-05,4.6,High
F0445,Wardha Road,Office Washroom,7.0,5.7,30.2,Yes,699,4,2026-06-25,6.0,Medium
F0446,Civil Lines,Office Washroom,8.5,1.6,25.6,Yes,129,4,2026-04-03,2.5,Low
F0447,Mihan,Public Washroom,9.3,1.4,27.1,Yes,106,2,2026-03-18,6.1,Low
F0448,Manish Nagar,Hospital Washroom,5.4,6.3,68.2,No,585,7,2026-09-07,9.6,High
F0449,Wardha Road,Hospital Washroom,4.1,6.3,47.9,Yes,630,4,2026-08-19,12.6,High
F0450,Civil Lines,Transit Washroom,6.8,3.1,54.6,No,427,7,2026-04-12,1.0,Medium
F0451,Hingna,Transit Washroom,5.0,4.7,68.4,Yes,406,6,2026-02-10,5.4,Medium
F0452,Dharampeth,Public Washroom,4.4,6.2,81.7,Yes,627,9,2026-07-27,3.1,High
F0453,Civil Lines,Transit Washroom,7.1,4.7,33.4,Yes,596,4,2026-07-05,7.8,Medium
F0454,Sadar,Office Washroom,8.4,3.9,23.3,Yes,781,3,2026-02-10,8.1,Low
F0455,Manish Nagar,Transit Washroom,5.7,5.7,65.3,Yes,333,0,2026-02-23,11.1,Medium
F0456,Sitabuldi,Transit Washroom,5.5,6.6,69.4,No,369,10,2026-03-06,2.5,High
F0457,Kamptee Road,School Washroom,6.6,4.1,28.2,Yes,56,5,2026-05-20,4.8,Low
F0458,Kamptee Road,Mall Washroom,6.0,7.1,73.6,Yes,225,4,2026-08-11,10.4,Medium
F0459,Nagpur Central,Public Washroom,5.4,4.7,43.4,Yes,654,4,2026-06-05,4.4,Medium
F0460,Mihan,Hospital Washroom,7.5,1.3,31.1,Yes,367,4,2026-09-09,8.7,Low
F0461,Sadar,Office Washroom,8.4,2.7,23.7,Yes,583,1,2026-07-22,3.5,Low
F0462,Manish Nagar,Mall Washroom,7.7,2.9,13.0,Yes,446,3,2026-05-20,7.4,Low
F0463,Civil Lines,School Washroom,6.2,2.4,22.8,Yes,654,2,2026-05-20,2.6,Low
F0464,Sitabuldi,Mall Washroom,4.4,6.7,65.0,Yes,292,6,2026-05-18,0.8,High
F0465,Mihan,Mall Washroom,6.2,4.9,48.2,Yes,450,5,2026-07-10,4.1,Medium
F0466,Kamptee Road,School Washroom,4.2,7.1,52.1,Yes,501,6,2026-02-06,11.2,High
F0467,Sadar,Mall Washroom,8.1,5.4,29.1,Yes,645,3,2026-08-15,27.5,Medium
F0468,Manish Nagar,Hospital Washroom,4.6,7.3,60.3,Yes,700,8,2026-07-19,1.8,High
F0469,Sadar,Public Washroom,8.1,4.7,28.5,Yes,152,2,2026-01-27,4.9,Low
F0470,Nagpur Central,Public Washroom,8.1,3.0,44.0,Yes,510,1,2026-05-05,3.8,Low
F0471,Nagpur Central,Public Washroom,3.9,6.1,63.8,Yes,311,4,2026-06-23,2.1,Medium
F0472,Mihan,Mall Washroom,6.4,4.1,50.8,Yes,628,6,2026-06-27,2.9,Medium
F0473,Sadar,Transit Washroom,7.4,5.5,30.7,No,522,5,2026-09-08,5.0,Medium
F0474,Dharampeth,Transit Washroom,7.0,4.5,50.9,Yes,364,7,2026-03-24,18.4,Medium
F0475,Civil Lines,Hospital Washroom,7.3,4.6,35.2,Yes,639,3,2026-01-10,7.6,Medium
F0476,Kamptee Road,Office Washroom,7.2,4.0,27.0,Yes,280,1,2026-09-12,3.7,Low
F0477,Sadar,Public Washroom,5.1,5.2,51.8,Yes,347,5,2026-01-17,0.5,Medium
F0478,Nagpur Central,Hospital Washroom,5.5,4.9,53.1,Yes,596,3,2026-05-12,5.6,Medium
F0479,Wardha Road,Transit Washroom,7.0,6.0,70.4,Yes,470,6,2026-02-01,19.8,High
F0480,Dharampeth,Hospital Washroom,4.5,6.4,32.1,Yes,450,5,2026-01-21,7.2,Medium
F0481,Kamptee Road,Mall Washroom,7.6,3.8,27.2,Yes,417,4,2026-04-02,3.7,Low
F0482,Dharampeth,Office Washroom,9.0,1.0,12.7,Yes,137,0,2026-08-07,9.1,Low
F0483,Wardha Road,School Washroom,7.0,2.4,18.5,Yes,420,6,2026-06-16,6.9,Low
F0484,Wardha Road,School Washroom,4.7,6.4,44.9,Yes,210,4,2026-05-11,1.8,Medium
F0485,Sadar,Office Washroom,4.6,6.8,54.7,Yes,20,6,2026-06-03,5.5,Medium
F0486,Dharampeth,Public Washroom,6.3,4.9,43.0,Yes,364,3,2026-03-21,6.1,Medium
F0487,Dharampeth,Mall Washroom,5.3,5.9,51.5,Yes,889,5,2026-04-22,2.2,Medium
F0488,Civil Lines,Mall Washroom,8.7,1.6,38.0,Yes,706,1,2026-02-18,12.8,Low
F0489,Dharampeth,Office Washroom,5.4,7.6,48.4,Yes,388,4,2026-08-02,11.1,Medium
F0490,Wardha Road,Transit Washroom,9.3,1.7,0.0,No,222,2,2026-01-22,0.5,Low
F0491,Dharampeth,Office Washroom,4.8,5.7,56.2,Yes,309,8,2026-09-16,36.0,High
F0492,Manish Nagar,Public Washroom,5.8,3.1,60.0,Yes,301,6,2026-07-24,10.3,Medium
F0493,Sadar,Public Washroom,4.8,7.0,51.2,Yes,77,4,2026-05-07,1.7,Medium
F0494,Wardha Road,Office Washroom,7.9,3.0,45.7,Yes,334,3,2026-07-07,4.0,Low
F0495,Mihan,Public Washroom,5.3,7.3,66.1,No,458,10,2026-03-16,7.2,High
F0496,Sadar,Transit Washroom,6.3,5.5,40.6,Yes,627,7,2026-01-28,0.7,Medium
F0497,Kamptee Road,Office Washroom,9.8,1.0,14.8,Yes,396,0,2026-04-18,0.9,Low
F0498,Hingna,Transit Washroom,6.5,5.0,59.8,Yes,76,4,2026-01-10,1.1,Medium
F0499,Dharampeth,School Washroom,8.3,1.8,27.1,Yes,507,2,2026-01-05,8.9,Low
F0500,Sadar,School Washroom,8.5,1.5,8.0,No,362,5,2026-07-17,2.6,Low
F0501,Nagpur Central,Office Washroom,3.4,7.5,84.7,Yes,286,8,2026-01-12,0.7,High
F0502,Manish Nagar,Office Washroom,10.0,2.0,6.4,,428,0,2026-07-01,8.6,Low
F0503,Sadar,Office Washroom,10.0,1.0,11.2,Yes,507,5,2026-05-24,3.7,Low
F0504,Hingna,Office Washroom,6.4,3.9,56.1,Yes,396,2,2026-04-27,8.5,Medium
F0505,Sitabuldi,Hospital Washroom,4.6,5.8,53.3,Yes,707,5,2026-04-14,1.1,Medium
F0506,Wardha Road,Public Washroom,4.3,5.7,35.6,No,20,9,2026-03-22,11.0,High
F0507,Hingna,Hospital Washroom,2.1,7.8,92.1,Yes,560,9,2026-07-31,9.7,High
F0508,Sitabuldi,Office Washroom,2.5,5.7,90.9,No,590,10,2026-02-24,11.3,High
F0509,Mihan,Office Washroom,10.0,1.6,0.0,Yes,228,0,2026-02-10,6.8,Low
F0510,Sitabuldi,Office Washroom,6.8,2.4,40.5,Yes,127,5,2026-03-12,5.1,Low
F0511,Dharampeth,Office Washroom,6.7,5.6,73.0,No,332,7,2026-04-15,1.9,High
F0512,Hingna,School Washroom,5.3,9.1,36.3,Yes,235,5,2026-05-07,4.6,Medium
F0513,Kamptee Road,Public Washroom,6.8,2.4,50.9,Yes,116,1,2026-01-20,21.0,Medium
F0514,Kamptee Road,School Washroom,5.4,3.3,61.3,Yes,695,5,2026-01-21,3.8,Medium
F0515,Manish Nagar,Transit Washroom,3.7,7.1,79.8,Yes,485,8,2026-08-05,2.7,High
F0516,Dharampeth,Office Washroom,4.5,8.2,51.1,No,121,9,2026-09-14,0.7,High
F0517,Mihan,Public Washroom,7.2,1.0,34.7,Yes,318,3,2026-04-14,4.5,Low
F0518,Mihan,Mall Washroom,8.7,2.3,45.2,No,530,3,2026-02-28,1.0,Medium
F0519,Wardha Road,Transit Washroom,4.9,7.3,39.4,Yes,689,5,2026-03-29,22.4,High
F0520,Manish Nagar,Mall Washroom,7.7,5.1,12.5,Yes,661,5,2026-06-07,0.5,Low
F0521,Mihan,School Washroom,6.6,3.0,37.7,Yes,351,3,2026-08-23,1.7,Low
F0522,Mihan,Public Washroom,5.4,5.5,53.0,No,452,10,2026-07-29,4.8,High
F0523,Wardha Road,Public Washroom,6.2,4.7,54.5,Yes,310,5,2026-01-29,12.9,Medium
F0524,Hingna,Office Washroom,7.6,3.6,36.4,Yes,272,2,2026-02-25,0.7,Low
F0525,Nagpur Central,Public Washroom,7.2,4.7,25.7,Yes,140,5,2026-07-04,6.2,Low
F0526,Manish Nagar,School Washroom,5.7,5.4,38.4,No,588,6,2026-02-03,13.9,High
F0527,Mihan,Mall Washroom,8.3,4.2,24.7,Yes,696,2,2026-02-14,8.9,Low
F0528,Sitabuldi,Transit Washroom,5.8,4.1,19.6,No,360,9,2026-07-01,2.9,High
F0529,Dharampeth,Public Washroom,4.3,6.1,52.3,Yes,241,4,2026-01-01,7.1,Medium
F0530,Wardha Road,Hospital Washroom,1.3,7.4,95.8,Yes,510,11,2026-01-24,4.0,High
F0531,Nagpur Central,Public Washroom,3.9,6.4,76.3,Yes,440,6,2026-06-15,11.7,High
F0532,Wardha Road,Mall Washroom,8.5,2.0,13.7,Yes,390,1,2026-06-19,1.4,Low
